Customer_ID,Age,Gender,Occupation,City,Monthly_Income,Annual_Income,Family_Size,Current_Housing_Status,Plot_Budget,Preferred_Plot_Size_SqFt,Preferred_Location,Distance_to_City_Center_km,Purpose,Loan_Required,Expected_Purchase_Timeline,Lead_Source,Enquiry_Date,Previous_Enquiry,Site_Visit,Negotiation_Done,Booking_Done,Purchase_Probability,Purchase_Intent,Purchased,Purchase_Value
CUST_11019,39,M,BFSI & Banking,MMR,"101,400",1216800,3,Rented,34.3 Lakh,900,Periphery / Growth Corridor,37.6,Investment,Yes,>3 years,Google & Social Media Ads,2024-05-06,Yes,No,No,No,0.0495,Low,N,0
CUST_15371,40,MALE,Real Estate & Construction,Delhi,2.42 Lakh/pm,2902800,5,Rented,12270000,2400,Suburbs,24.2,Self-use,Yes,6-12 months,Magicbricks / Real Estate Portal,08-06-2024,Yes,Yes,No,No,0.5455,Medium,Yes,12100000
CUST_12277,46,nan,Banking,NA,"385,600",4627200,4,Rented,2.01 Cr,1800,Suburbs,21.8,Investment,Yes,1-3 years,Print / Newspaper Ad,2025-03-13,Y,Yes,yes,Yes,0.9637,High,Yes,19160000
CUST_10743,27,Male,Healthcare & Doctor,Bengaluru,"120,500",1446000,3,Living with Parents,nan,1500 Sq Ft,Suburbs,28.1,Self-use,Y,1-3 years,Magicbricks / Real Estate Portal,17/03/2025,Yes,Y,N,Y,0.8282,High,No,0
CUST_20872,35,Female,BFSI & Banking,Ahmedabad,159200,1910400,5,Rented,5090000,1800,Periphery / Growth Corridor,26.8,Self-use,Yes,6-12 months,Print / Newspaper Ad,2025-01-25,yes,yes,Yes,yes,0.9886,High,Yes,4890000
CUST_17863,68,Male,Manufacturing & Engg,Noida,179100,2149200,3,Owned Flat/House,94.8 Lakh,200 sq.yd,Suburbs,27.4,Investment,Yes,6-12 months,Magicbricks / Real Estate Portal,01-Jun-2025,No,Yes,0,N,0.34,Low,No,0
CUST_17153,35,Male,Government & PSU,Bengaluru,"₹82,900",994800,5,Rented,4500000,1200,Suburbs,23.7,Investment,Y,0-6 months,Channel Partner / Broker,12/12/2024,Yes,Yes,Yes,Y,0.99,High,Yes,4330000
CUST_14280,25,Male,Builder / Contractor,Noida,"80,200",962400,1,Rented,"INR 3,580,000",600,Periphery / Growth Corridor,41.6,Investment,No,>3 years,Channel Partner / Broker,2024-02-02,Yes,no,No,No,0.0571,Low,No,0
CUST_21777,28,Female,Healthcare & Doctor,Mumbai,"79,700",956400,4,Living with Parents,4470000,1200,city centre,4.4,Investment,Yes,0-6 months,Channel Partner / Broker,05-03-2025,No,No,0,N,0.2752,Low,No,0
CUST_17431,29,Male,Retail & Commerce,BLR,"53,400",640800,3,Living with Parents,3080000,600,Suburbs,16.7 km,Self-use,Y,>3 years,Google & Social Media Ads,25/06/2024,no,Yes,No,N,0.0924,Low,No,0
CUST_15225,,male,Manufacturing & Engg,Ahmedabad,"38,800",465600,3,Rented,2180000,900 Sq Ft,Suburbs,27.7,Investment,Y,>3 years,Channel Partner / Broker,02/10/2024,Yes,No,No,no,0.0446,Low,No,0
CUST_19975,50,Male,nan,Bengaluru,765100,9181200,2,Living with Parents,"36,880,000",3000 sq.ft,Periphery / Growth Corridor,47.6 km,Investment,No,1-3 years,Magicbricks / Real Estate Portal,01-Dec-2024,No,No,No,No,0.0645,Low,No,0
CUST_10892,66,Male,Retired,Hyderabad,278600,3343200,4,Rented,"INR 15,310,000",3000 Sq Ft,Suburbs,24.0,Investment,Yes,0-6 months,Print / Newspaper Ad,10-24-2024,No,No,No,No,0.1893,Low,No,0
CUST_20253,23,Male,Self-Employed / Business,Chennai,"₹77,000",924000,3,Rented,"INR 3,310,000",1200,Within City Limits,12.1,Investment,Yes,0-6 months,Google & Social Media Ads,2024-12-12,No,Y,N,No,0.4351,Medium,No,0
CUST_13583,46,M,BFSI & Banking,Gurugram,244900,2938800,4,Rented,"11,930,000",1800,Suburbs,26.1,Investment,No,>3 years,Magicbricks / Real Estate Portal,07/10/2024,No,N,No,No,0.0178,Low,Yes,11820000
CUST_14865,26,Male,IT & Software,Ahmedabad,50900,610800,4,Living with Parents,"INR 2,120,000",600 sq.ft,Suburbs,21.4,Self-use,Yes,1-3 years,Google & Social Media Ads,2025-02-16,None,N,No,No,0.0545,Low,No,0
CUST_17679,31,M,BFSI & Banking,Bengaluru,"₹132,100",1585200,2,Rented,6900000,,within city limits,14.5,Investment,No,>3 years,Direct Walk-in / Exhibition,04/07/2024,Yes,no,No,No,0.0153,Low,No,0
CUST_17391,38,M,Manufacturing & Engg,Hyderabad,"53,600",643200,3,Living with Parents,2000000,900,Periphery / Growth Corridor,26.1,Self-use,Yes,>3 years,Google & Social Media Ads,2024-10-08,No,Yes,Yes,No,0.6456,Medium,Yes,1890000
CUST_14138,43,Male,Trader,bengaluru,"241,200",2894400,5,Owned Flat/House,Not Disclosed,1200,Suburbs,22.3,Self-use,1,0-6 months,Google & Social Media Ads,16-Mar-2024,No,1,No,No,0.5293,Medium,yes,13320000
CUST_19484,69,?,nan,Kolkata,1.19 Lakh/pm,1426800,4,Rented,4220000,1500,Suburbs,23.0,Self-use,Yes,0-6 months,Magicbricks / Real Estate Portal,2024-11-19,no,No,No,No,0.3805,Medium,Yes,4120000
CUST_19286,30,Male,Retail & Commerce,Noida,57300,687600,4,Owned Flat/House,2890000,1200 sq.ft,Suburbs,20.3,Investment,Yes,1-3 years,Google & Social Media Ads,21/01/2024,Yes,0,No,0,0.0734,Low,No,0
CUST_14190,32,MALE,Manufacturing & Engg,BANGALORE,0.45 Lakh/pm,541200,3,Rented,"2,050,000",900,Periphery / Growth Corridor,36.9,Self-use,Yes,0-6 months,Magicbricks / Real Estate Portal,2025-01-23,No,Yes,No,No,0.5568,Medium,Yes,2010000
CUST_12863,44,Male,BFSI & Banking,Bengaluru,"₹180,800",2169600,5,Rented,77.4 Lakh,1200,Suburbs,18.6,Investment,1,6-12 months,Google & Social Media Ads,12/11/2024,No,N,N,No,0.2128,Low,No,0
CUST_10724,26,Male,IT & Software,Hyderabad,28000,336000,3,Owned Flat/House,2000000,1000,Suburbs,27.5,Self-use,No,1-3 years,Magicbricks / Real Estate Portal,2024-07-07,No,No,nan,no,0.0638,Low,No,0
CUST_16440,30,Male,IT & Software,Pune,0.96 Lakh/pm,1155600,3,Owned Flat/House,3430000,600,periphery / growth corridor,37.4,Investment,yes,>3 years,Direct Walk-in / Exhibition,Invalid Date,Y,No,0,No,0.0632,Low,yes,3330000
CUST_15890,33,female,Retail & Commerce,Mumbai,75300,903600,2,Owned Flat/House,2990000,900,Periphery / Growth Corridor,44.2,Investment,Yes,0-6 months,Magicbricks / Real Estate Portal,2025-05-30,No,No,No,No,0.3169,Low,Yes,2960000
CUST_11414,36,M,Banker,Delhi,60900,730800,5,Owned Flat/House,2000000,600,null,13.3,Investment,Yes,6-12 months,Direct Walk-in / Exhibition,2024-09-15,No,0,No,No,0.2305,Low,No,0
CUST_10115,64,Male,IT & Software,gurgaon,"₹124,600",1495200,3,Owned Flat/House,5280000,1200,Periphery / Growth Corridor,28.8,Investment,Yes,1-3 years,Channel Partner / Broker,2024-04-09,No,No,0,No,0.0616,Low,No,0
CUST_11829,25,Female,Tech / Software,Pune,49800,597600,4,Living with Parents,N/A,900,Suburbs,27.2 km,Investment,Yes,1-3 years,Google & Social Media Ads,04/04/2025,No,No,yes,no,0.3966,Medium,No,0
CUST_20797,40,Female,Government & PSU,Mumbai,210300,2523600,3,Owned Flat/House,,1200,within city limits,11.6,Investment,Yes,1-3 years,Direct Walk-in / Exhibition,2025-06-27,no,No,No,No,0.099,Low,No,0
CUST_14539,25,Male,Banking,Noida,NA,546000,3,Living with Parents,nan,900,City Centre,7.4,Investment,Yes,>3 years,Magicbricks / Real Estate Portal,2024-02-17,?,No,No,No,0.0391,Low,No,0
CUST_20284,31,M,Retail & Commerce,Ahmedabad,"35,800",429600,2,Living with Parents,"2,000,000",600,Suburbs,19.0,Investment,Yes,0-6 months,Magicbricks / Real Estate Portal,2024-10-27,nan,Y,Y,Yes,0.99,High,Yes,1940000
CUST_16849,68,male,IT & Software,BLR,322600,3871200,3,Rented,15610000,3000,Suburbs,20.2 km,Investment,Yes,0-6 months,Google & Social Media Ads,2024-11-02,No,Yes,No,No,0.3453,Low,Yes,15170000
CUST_12981,29,Male,Retail & Commerce,Ahmedabad,38900,466800,3,Rented,2050000,600 Sq Ft,City Centre,2.8,Self-use,Yes,6-12 months,Google & Social Media Ads,2024-04-19,No,Yes,No,No,0.2861,Low,No,0
CUST_19125,29,Female,BFSI & Banking,Pune,"₹48,900",586800,4,Owned Flat/House,26.4 Lakh,900,Suburbs,19.1,Investment,Y,6-12 months,Channel Partner / Broker,2024-04-30,N,No,No,No,0.1325,Low,yes,2590000
CUST_17969,35,Female,Manufacturing & Engg,Delhi,"106,200",1274400,4,Owned Flat/House,52.4 Lakh,133 sq.yd,Periphery / Growth Corridor,30.7,Investment,No,>3 years,Google & Social Media Ads,09/01/2025,1,Yes,No,no,0.0996,Low,No,0
CUST_14134,34,Male,Government,Pune,52700,632400,2,Rented,2000000,1000 Sq Ft,Within City Limits,11.1,Investment,Y,0-6 months,Channel Partner / Broker,2025-01-10,no,no,No,No,0.2849,Low,No,0
CUST_15786,32,Male,IT Sector,Kolkata,"₹103,600",1243200,3,Living with Parents,5490000,1500,Periphery / Growth Corridor,35.1,Self-use,Yes,1-3 years,Print / Newspaper Ad,2024-12-28,No,No,no,N,0.0936,Low,No,0
CUST_16962,36,Male,Self-Employed / Business,Mumbai,"94,900",1138800,4,Living with Parents,"3,580,000",1200,nan,22.1,Self-use,Y,0-6 months,Channel Partner / Broker,2025-03-01,no,No,N,N,0.5874,Medium,Yes,3550000
CUST_10946,31,F,IT & Software,Hyderabad,?,451200,4,Living with Parents,2000000,900 sq.ft,null,41.9,Self-use,yes,0-6 months,Print / Newspaper Ad,2025-02-02,0,No,None,No,0.3057,Low,No,0
CUST_15458,29,Male,IT & Software,Mumbai,"40,200",482400,2,Rented,20.0 Lakh,600,Periphery / Growth Corridor,26.8,Investment,Yes,0-6 months,Magicbricks / Real Estate Portal,2024-10-15,nan,1,No,No,0.5715,Medium,No,0
CUST_12549,36,Male,Tech / Software,delhi,"₹135,700",1628400,3,Rented,78.1 Lakh,1200,Suburbs,29.1,Self-use,No,1-3 years,Magicbricks / Real Estate Portal,2024-10-22,no,yes,No,No,0.2684,Low,no,0
CUST_14495,25,Male,Banker,Mumbai,104700,1256400,3,Rented,3550000,100 sq.yd,Suburbs,22.4,Investment,yes,1-3 years,Channel Partner / Broker,06-15-2024,0,N,N,No,0.1478,Low,No,0
CUST_10136,59,male,Builder / Contractor,Bengaluru,218900,2626800,4,Rented,9770000,1800 Sq Ft,Suburbs,22.2,Self-use,Y,0-6 months,Print / Newspaper Ad,19/06/2024,1,Y,Yes,Yes,0.99,High,Yes,9390000
CUST_13935,47,Male,Manufacturing & Engg,Noida,"118,300",1419600,4,Rented,47.7 Lakh,1500 Sq Ft,City Centre,3.5 km,Self-use,Yes,1-3 years,Google & Social Media Ads,2025-04-19,No,N,N,No,0.0782,Low,0,0
CUST_10757,49,Male,BFSI & Banking,,1.3 Lakh/pm,1557600,4,Owned Flat/House,4120000,1800,suburbs,19.3,Self-use,No,1-3 years,Channel Partner / Broker,Invalid Date,No,No,No,no,0.0382,Low,no,0
CUST_16016,42,Male,BFSI & Banking,Noida,"56,300",675600,4,Rented,26.7 Lakh,600,City Centre,5.7,Self-use,No,1-3 years,Magicbricks / Real Estate Portal,2025-05-23,yes,No,0,No,0.164,Low,No,0
CUST_15906,52,Male,Manufacturing & Engg,Mumbai,"₹170,100",2041200,4,Rented,"INR 5,780,000",1500 sq.ft,Suburbs,28.7,Investment,Yes,0-6 months,Google & Social Media Ads,04-13-2025,Yes,1,Y,Yes,0.99,High,Y,5530000
CUST_11022,31,M,Manufacturing & Engg,Hyderabad,"28,000",336000,3,Owned Flat/House,"2,000,000",1000,Periphery / Growth Corridor,40.0,Self-use,Yes,1-3 years,Channel Partner / Broker,13-Nov-2024,No,Yes,No,N,0.3053,Low,No,0
CUST_20703,44,Male,Govt,Pune,Confidential,2622000,4,Owned Flat/House,"INR 9,790,000",1500,Periphery / Growth Corridor,39.0,Investment,Yes,6-12 months,Magicbricks / Real Estate Portal,2024-08-03,No,no,No,No,0.2098,Low,No,0
CUST_15244,49,male,Retail & Commerce,Pune,227100,2725200,4,Living with Parents,9070000,1800,Suburbs,15.2,Investment,No,1-3 years,Channel Partner / Broker,06-21-2025,0,No,No,No,0.0934,Low,No,0
CUST_10334,33,MALE,Manufacturing & Engg,Noida,0.63 Lakh/pm,754800,4,Rented,"INR 2,250,000",900,Suburbs,26.2,Investment,Yes,0-6 months,Google & Social Media Ads,25/11/2024,No,Yes,Yes,Yes,0.99,High,Yes,2200000
CUST_14993,68,M,Retired,Bengaluru,"₹105,600",1267200,4,Rented,"4,160,000",1200,City Centre,5.9,Self-use,1,0-6 months,Magicbricks / Real Estate Portal,03/04/2025,Yes,yes,yes,No,0.928,High,1,3920000
CUST_20581,34,male,Manufacturing & Engg,Pune,102800,1233600,3,Living with Parents,"5,000,000",1500,Within City Limits,11.7 km,Investment,Yes,1-3 years,Magicbricks / Real Estate Portal,nan,Yes,No,No,?,0.037,Low,Yes,4930000
CUST_18760,40,M,IT & Software,bengaluru,108500,1302000,4,Owned Flat/House,4050000,1000,Suburbs,23.7,Investment,No,0-6 months,Print / Newspaper Ad,20-Mar-2025,Yes,No,no,No,0.3574,Medium,Yes,4020000
CUST_21420,30,Male,Software Engineer,Gurugram,"260,000",3120000,3,Rented,1.25 Cr,266 sq.yd,Periphery / Growth Corridor,25.6,Self-use,Yes,0-6 months,Magicbricks / Real Estate Portal,02/06/2024,N,Yes,No,No,0.558,Medium,Y,12280000
CUST_15617,30,Female,IT & Software,Gurgaon,61700,740400,2,Rented,2580000,1000,Within City Limits,13.3,Self-use,Yes,1-3 years,Google & Social Media Ads,26/08/2024,No,no,N,No,0.0622,Low,No,0
CUST_21977,37,Female,IT & Software,Delhi,0.94 Lakh/pm,1130400,6,Rented,"3,930,000",1000,Suburbs,29.1,Self-use,Y,1-3 years,Direct Walk-in / Exhibition,2024-04-30,No,No,No,No,0.0752,Low,No,0
CUST_20995,25,FEMALE,IT,Mumbai,"60,300",723600,3,Living with Parents,2120000,600,Suburbs,23.8,Self-use,Yes,0-6 months,Magicbricks / Real Estate Portal,2025-03-27,N,Yes,Yes,1,0.99,High,Yes,2070000
CUST_14070,59,Female,Banking,Kolkata,1.71 Lakh/pm,2050800,6,Rented,"INR 8,560,000",1500 Sq Ft,Periphery / Growth Corridor,32.8,Self-use,no,6-12 months,Magicbricks / Real Estate Portal,2025-03-06,no,No,N,No,0.0586,Low,No,0
CUST_18198,41,Male,Government & PSU,Bengaluru,100700,1208400,4,Rented,"INR 3,820,000",600 Sq Ft,Suburbs,22.9,Self-use,Yes,1-3 years,Magicbricks / Real Estate Portal,27/03/2025,0,No,no,No,0.0786,Low,0,0
CUST_21697,32,Male,Education & Academic,Chennai,"₹33,900",406800,3,Rented,"INR 2,000,000",1000,Suburbs,15.1 km,Investment,Yes,6-12 months,Google & Social Media Ads,25/03/2025,?,No,No,No,0.0881,Low,no,0
CUST_16021,37,nan,it / software,Kolkata,222500,2670000,4,Owned Flat/House,13190000,1500 Sq Ft,Periphery / Growth Corridor,35.9 km,Investment,Yes,0-6 months,Google & Social Media Ads,06-28-2025,Yes,No,No,No,0.2695,Low,No,0
CUST_16023,41,Male,Manufacturing & Engg,bengaluru,"₹350,600",4207200,5,Rented,16280000,4000,Within City Limits,,Self-use,Yes,1-3 years,Channel Partner / Broker,04-05-2025,Yes,No,No,N,0.1915,Low,No,0
CUST_15344,32,MALE,IT,mumbai,1.3 Lakh/pm,1556400,4,Living with Parents,Not Disclosed,1500 Sq Ft,periphery / growth corridor,38.8 km,Self-use,Yes,6-12 months,Channel Partner / Broker,01-12-2024,Y,Yes,No,no,0.6003,Medium,No,0
CUST_20766,30,Female,Real Estate & Construction,GURUGRAM,37000,444000,3,Living with Parents,"2,000,000",900,Suburbs,19.8,Investment,Yes,0-6 months,Channel Partner / Broker,11/03/2024,Yes,Yes,Yes,Y,0.99,High,Yes,1920000
CUST_19349,35,Male,Self-Employed / Business,Gurugram,208800,2505600,4,Rented,9730000,1500,City Centre,2.8,Self-use,Yes,>3 years,Magicbricks / Real Estate Portal,2024-05-27,No,Y,No,1,0.7271,High,yes,9720000
CUST_13370,42,M,Manufacturing & Engg,Gurgaon,"₹350,200",4202400,3,Rented,"INR 15,850,000",1800,Suburbs,N/A,Self-use,Y,6-12 months,Magicbricks / Real Estate Portal,2024-02-23,Yes,No,N,No,0.4242,Medium,No,0
CUST_13887,35,Male,Retail & Commerce,gurgaon,43700,524400,3,Rented,Not Disclosed,900,Periphery / Growth Corridor,43.6,Self-use,Yes,1-3 years,Magicbricks / Real Estate Portal,31/07/2024,no,No,N,No,0.1427,Low,No,0
CUST_18623,52,M,BFSI & Banking,Gurugram,225500,2706000,3,Owned Flat/House,8300000,1500,City Centre,3.3,Investment,Yes,1-3 years,Magicbricks / Real Estate Portal,17/01/2024,No,Y,No,No,0.188,Low,nan,8150000
CUST_12506,53,female,Tech / Software,Delhi,90500,1086000,4,Owned Flat/House,3570000,600,Periphery / Growth Corridor,40.2,Investment,Yes,1-3 years,Google & Social Media Ads,08/09/2024,No,N,No,No,0.0668,Low,no,0
CUST_18053,50,Male,Government & PSU,Mumbai,55000,660000,4,Rented,2280000,600 Sq Ft,Suburbs,24.7,Self-use,Yes,1-3 years,Print / Newspaper Ad,2024-04-04,None,No,No,No,0.0517,Low,No,0
CUST_14032,31,M,Medical,Bengaluru,49800,597600,2,Rented,2000000,600 sq.ft,Periphery / Growth Corridor,,Investment,no,1-3 years,Magicbricks / Real Estate Portal,30/04/2024,Y,no,No,N,0.1133,Low,No,0
CUST_16649,47,MALE,bfsi,Gurugram,0,2334000,4,Owned Flat/House,92.8 Lakh,2400 Sq Ft,Periphery / Growth Corridor,34.5,Self-use,Yes,1-3 years,Channel Partner / Broker,02/02/2024,No,?,No,No,0.0581,Low,No,0
CUST_20733,59,Female,IT & Software,Ahmedabad,1.26 Lakh/pm,1513200,4,Rented,"INR 5,660,000",1500 Sq Ft,Any,22.6,Investment,Yes,1-3 years,Print / Newspaper Ad,2024-02-25,0,N,No,No,0.1114,Low,No,0
CUST_17361,32,Male,Healthcare & Doctor,Noida,"₹278,700",3344400,4,Rented,N/A,4000,Periphery / Growth Corridor,35.1,Self-use,Yes,0-6 months,Google & Social Media Ads,2024-12-26,Yes,Yes,Yes,no,0.9515,High,Yes,15690000
CUST_13291,37,Male,BFSI & Banking,Mumbai,263300,3159600,3,Owned Flat/House,11710000,1500,City Centre,7.9,Investment,yes,>3 years,Direct Walk-in / Exhibition,2024-08-15,yes,No,No,No,0.0884,Low,N,0
CUST_11161,52,Male,it / software,Hyderabad,128200,1538400,3,Living with Parents,5030000,1500,Within City Limits,9.5,Investment,Yes,6-12 months,Channel Partner / Broker,09-Dec-2024,Yes,No,No,No,0.1717,Low,N,0
CUST_17618,54,Male,Trader,Mumbai,226400,2716800,4,Rented,"11,780,000",2400,Suburbs,28.3 km,Investment,Yes,0-6 months,Magicbricks / Real Estate Portal,2024-07-25,Yes,Yes,Yes,Yes,0.99,High,Yes,11430000
CUST_15796,34,M,Tech / Software,Noida,"₹62,300",747600,3,Rented,"INR 2,600,000",1000 sq.ft,Periphery / Growth Corridor,45.5,Self-use,No,1-3 years,Google & Social Media Ads,2025-03-08,No,yes,No,No,0.4066,Medium,No,0
CUST_14457,32,Male,IT & Software,Hyderabad,"₹70,600",847200,3,Rented,"INR 4,100,000",1500 Sq Ft,Within City Limits,12.5,Investment,Yes,1-3 years,Google & Social Media Ads,03/06/2025,No,No,No,no,0.0181,Low,No,0
CUST_12160,27,Male,Self-Employed / Business,Hyderabad,101200,1214400,2,Living with Parents,4790000,1200,Within City Limits,8.6,Investment,Yes,1-3 years,Magicbricks / Real Estate Portal,2024-10-14,no,No,No,N,0.1272,Low,No,0
CUST_20623,40,Male,BFSI & Banking,Bengaluru,203000,2436000,4,Owned Flat/House,9890000,1500,Suburbs,20.6,Self-use,Yes,0-6 months,Magicbricks / Real Estate Portal,18-Aug-2024,No,Y,Yes,Y,0.99,High,Yes,9530000
CUST_18704,48,M,IT & Software,Delhi,260400,3124800,3,Owned Flat/House,"INR 12,000,000",?,Suburbs,18.4 km,Investment,No,0-6 months,Google & Social Media Ads,03-31-2025,Yes,1,Yes,No,0.9291,High,Yes,11490000
CUST_15411,67,Female,Retired,Pune,"₹89,300",1071600,3,Owned Flat/House,3030000,1200,Periphery / Growth Corridor,33.2 km,Investment,Yes,6-12 months,Channel Partner / Broker,,No,Yes,Yes,No,0.7545,High,yes,2930000
CUST_14415,43,Male,Government & PSU,Mumbai,322000,3864000,4,Rented,N/A,2400,periphery / growth corridor,38.2,Investment,Yes,0-6 months,Magicbricks / Real Estate Portal,08-20-2024,no,N,No,No,0.2477,Low,0,0
CUST_16688,37,Female,Software Engineer,Noida,92800,1113600,4,Living with Parents,3130000,900,Periphery / Growth Corridor,nan,Self-use,Yes,1-3 years,Magicbricks / Real Estate Portal,2024-08-26,N,No,no,no,0.09,Low,No,0
CUST_17569,29,Male,IT & Software,Bengaluru,"₹46,600",559200,3,Living with Parents,2090000,900,periphery / growth corridor,35.9 km,Self-use,Yes,1-3 years,Magicbricks / Real Estate Portal,2024-08-13,None,No,No,No,0.097,Low,No,0
CUST_10380,37,Male,BFSI & Banking,Pune,177700,2132400,4,Owned Flat/House,"9,430,000",166 sq.yd,Within City Limits,14.4,Self-use,Yes,>3 years,Channel Partner / Broker,14-Jan-2024,No,No,No,No,0.0391,Low,N,0
CUST_12102,21,male,Manufacturing & Engg,Bengaluru,67700,812400,1,Rented,33.5 Lakh,1000,City Centre,6.4,Investment,No,1-3 years,Channel Partner / Broker,nan,No,?,Yes,No,0.298,Low,Yes,3240000
CUST_17749,33,Male,IT & Software,Mumbai,151700,1820400,3,Living with Parents,8200000,1500,Periphery / Growth Corridor,43.0 km,Self-use,Yes,6-12 months,Google & Social Media Ads,21-Apr-2025,no,yes,Yes,No,0.803,High,Yes,7880000
CUST_17253,26,MALE,Banking,Kolkata,null,787200,4,Living with Parents,2050000,1000,Suburbs,17.6,Investment,Yes,6-12 months,Print / Newspaper Ad,2025-03-06,1,Y,yes,N,0.7735,High,No,0
CUST_11783,66,male,Retail & Commerce,Bangalore,193300,2319600,3,Owned Flat/House,6490000,1200,Periphery / Growth Corridor,,Investment,Y,0-6 months,Channel Partner / Broker,17/03/2024,No,Yes,Yes,No,0.8338,High,Yes,6190000
CUST_17485,28,Male,Healthcare & Doctor,Mumbai,53200,638400,2,Rented,24.5 Lakh,1000 Sq Ft,Periphery / Growth Corridor,45.7,Self-use,Yes,6-12 months,Google & Social Media Ads,11-17-2024,N,No,nan,No,0.1479,Low,No,0
CUST_20194,28,Male,Software Engineer,Noida,73600,883200,2,Rented,2430000,900,Periphery / Growth Corridor,29.9,Self-use,Yes,1-3 years,Print / Newspaper Ad,2025-01-28,no,Yes,No,yes,0.686,High,Yes,2380000
CUST_21213,25,Female,Retail & Commerce,Bengaluru,28000,336000,1,Rented,2000000,1000,Periphery / Growth Corridor,44.3,Self-use,Yes,6-12 months,Magicbricks / Real Estate Portal,08/10/2024,N,No,Yes,N,0.5473,Medium,Yes,1950000
CUST_21898,28,Male,Software Engineer,NA,0.73 Lakh/pm,876000,4,Rented,41.6 Lakh,1000,Suburbs,25.3,Self-use,Yes,1-3 years,Channel Partner / Broker,2025-02-10,Yes,Y,No,No,0.1309,Low,No,0
CUST_17728,28,Male,IT & Software,Kolkata,Confidential,642000,4,Owned Flat/House,2960000,900 sq.ft,null,N/A,Self-use,Yes,0-6 months,Channel Partner / Broker,05-04-2025,Y,Yes,yes,no,0.8126,High,Yes,2820000
CUST_18507,42,M,IT & Software,Noida,"76,800",921600,3,Rented,3310000,600 sq.ft,Suburbs,-21.2,Investment,None,6-12 months,Channel Partner / Broker,2024-06-21,No,Yes,Yes,Yes,0.99,High,Yes,3140000
CUST_21796,42,Male,Manufacturing & Engg,Kolkata,110300,1323600,4,Rented,,111 sq.yd,Suburbs,19.6,Self-use,Yes,1-3 years,Google & Social Media Ads,17-Mar-2025,Yes,Yes,No,No,0.3565,Medium,0,0
CUST_12564,38,Male,Government & PSU,Noida,"₹51,200",614400,3,Living with Parents,"2,500,000",900 sq.ft,within city limits,11.8,Self-use,Yes,6-12 months,Magicbricks / Real Estate Portal,2024-11-13,No,Yes,No,No,0.5863,Medium,yes,2500000
CUST_21888,31,Male,BFSI & Banking,Mumbai,"74,600",895200,3,Living with Parents,"3,060,000",1200,Periphery / Growth Corridor,39.6,Self-use,Yes,1-3 years,Magicbricks / Real Estate Portal,2024-03-20,Yes,No,No,?,0.0687,Low,yes,3000000
CUST_16536,53,Male,IT & Software,Mumbai,2.63 Lakh/pm,3162000,5,Owned Flat/House,1.22 Cr,1500,Periphery / Growth Corridor,42.1,Investment,Y,6-12 months,Magicbricks / Real Estate Portal,24/02/2025,No,0,nan,No,0.2209,Low,No,0
CUST_16842,34,male,IT & Software,Gurugram,86000,1032000,4,Rented,4100000,1800,Periphery / Growth Corridor,45.6,Self-use,1,1-3 years,Channel Partner / Broker,17/05/2024,0,Yes,No,N,0.2321,Low,Yes,4100000
CUST_10939,28,male,Business,Noida,114400,1372800,3,Rented,6610000,1000,Suburbs,23.3,Self-use,Yes,>3 years,Google & Social Media Ads,10/05/2025,N,0,N,N,0.0137,Low,?,0
CUST_15086,49,MALE,Retail & Commerce,Pune,134700,1616400,3,Living with Parents,Not Disclosed,1000 Sq Ft,Within City Limits,17.1 km,Self-use,Y,0-6 months,Magicbricks / Real Estate Portal,14/05/2024,No,?,No,No,0.5885,Medium,No,0
CUST_19600,32,Male,Manufacturing & Engg,Bengaluru,47100,565200,3,Owned Flat/House,"2,000,000",600,Within City Limits,10.0,Self-use,Y,0-6 months,Google & Social Media Ads,2024-11-05,Yes,yes,No,no,0.8121,High,Yes,1950000
CUST_10970,27,Male,Tech / Software,delhi,46000,552000,5,Living with Parents,20.9 Lakh,600,Periphery / Growth Corridor,31.6 km,Investment,1,0-6 months,Google & Social Media Ads,2025-02-26,No,1,No,No,0.5829,Medium,yes,2090000
CUST_17096,20,Male,IT & Software,Noida,106400,1276800,2,Rented,5780000,1200,periphery / growth corridor,43.7,Self-use,Yes,0-6 months,Google & Social Media Ads,03/01/2024,No,Yes,Yes,Yes,0.9897,High,Y,5640000
CUST_11801,26 yrs,Female,Manufacturing & Engg,Bombay,"133,300",1599600,2,Living with Parents,7000000,1500,Suburbs,28.1,Self-use,Yes,6-12 months,Direct Walk-in / Exhibition,2024-07-23,Yes,1,no,No,0.4733,Medium,No,0
CUST_17532,38,Male,Finance / BFSI,Kolkata,108000,1296000,4,Owned Flat/House,54.0 Lakh,1500,Suburbs,N/A,Self-use,Y,>3 years,Magicbricks / Real Estate Portal,05-Apr-2024,no,N,No,No,0.0399,Low,No,0
CUST_17651,26,Male,Banking,Pune,29200,350400,3,Living with Parents,2000000,600,Suburbs,15.1 km,Self-use,Yes,0-6 months,Magicbricks / Real Estate Portal,12/04/2025,No,Yes,Yes,Yes,0.9853,High,Yes,1890000
CUST_13658,41,Male,BFSI & Banking,Ahmedabad,299100,3589200,4,Rented,1.40 Cr,1800,Periphery / Growth Corridor,39.2,Self-use,Yes,6-12 months,Magicbricks / Real Estate Portal,nan,Y,Y,Yes,0,0.9308,High,1,13380000
