Scheme_ID,Location,Plot_Size_SqFt,Price_INR,Monthly_EMI_INR,Park,Clubhouse,Distance_from_Metro_km,Advertising_Budget_INR,Expected_Leads,Expected_Bookings,Estimated_Conversion_Pct,Demand_Level,Scheme_Success_Score,Target_Age_Group,Most_Likely_Buyers
SCH_0457,Pune (Hinjewadi/Wakad),1200,4030000,28000,Yes,No,14.6,1000000,1300,219,16.8,MEDIUM,74,32-48,Self-use (Villa) + Investment
SCH_0458,Gurugram (SPR/Sohna),1200,5360000,37200,Yes,No,22.7,2000000,1760,232,13.2,MEDIUM,63,32-48,Self-use (Villa) + Investment
SCH_0459,Hyderabad (Tellapur/Kollur),3000,12160000,84400,No,No,11.6,350000,393,50,12.7,LOW,35,40-60,Affluent Investors & Luxury Homes
SCH_0460,Ahmedabad (SG Highway),1000,1660000,11500,No,No,22.9,750000,744,109,14.7,MEDIUM,56,25-38,First-time Buyers & Investors
SCH_0461,Ahmedabad (SG Highway),1000,3450000,24000,Yes,Yes,21.7,350000,446,65,14.6,MEDIUM,55,25-38,First-time Buyers & Investors
SCH_0462,Hyderabad (Tellapur/Kollur),1200,5560000,38600,No,Yes,17.1,2000000,2838,410,14.4,HIGH,80,32-48,Self-use (Villa) + Investment
SCH_0463,Pune (Wagholi/Kharadi),1800,4090000,28400,Yes,No,6.2,2000000,4056,673,16.6,MEDIUM,72,32-48,Self-use (Villa) + Investment
SCH_0464,Chennai (OMR/Guduvanchery),1800,3940000,27400,Yes,Yes,1.7,750000,1253,267,21.3,HIGH,93,32-48,Self-use (Villa) + Investment
SCH_0465,Ahmedabad (SG Highway),1000,3130000,21700,Yes,No,23.8,500000,471,61,13.0,LOW,44,25-38,First-time Buyers & Investors
SCH_0466,Bengaluru (North),1800,9950000,69100,Yes,No,24.3,200000,208,23,11.1,LOW,25,40-60,Affluent Investors & Luxury Homes
SCH_0467,Delhi (Outer/Bawana),1500,4070000,28300,No,Yes,20.8,750000,1006,144,14.3,MEDIUM,72,32-48,Self-use (Villa) + Investment
SCH_0468,Chennai (OMR/Guduvanchery),2400,5290000,36700,No,Yes,11.3,1500000,2373,515,21.7,HIGH,93,32-48,Self-use (Villa) + Investment
SCH_0469,Bengaluru (North),1000,5610000,39000,No,No,11.7,2000000,3201,300,9.4,MEDIUM,61,32-48,Self-use (Villa) + Investment
SCH_0470,Greater Noida,1000,3770000,26200,No,No,7.1,1000000,1186,147,12.4,MEDIUM,61,32-48,Self-use (Villa) + Investment
SCH_0471,Chennai (OMR/Guduvanchery),1000,2230000,15500,No,No,5.7,200000,349,50,14.3,LOW,45,25-38,First-time Buyers & Investors
SCH_0472,Delhi (Outer/Bawana),2400,7170000,49800,Yes,Yes,19.8,500000,580,92,15.9,MEDIUM,64,32-48,Self-use (Villa) + Investment
SCH_0473,Gurugram (SPR/Sohna),2400,7690000,53400,No,No,24.9,750000,962,104,10.8,LOW,46,32-48,Self-use (Villa) + Investment
SCH_0474,Pune (Wagholi/Kharadi),1800,5720000,39700,No,No,16.7,2000000,2426,333,13.7,MEDIUM,71,32-48,Self-use (Villa) + Investment
SCH_0475,Bengaluru (North),1500,5160000,35800,No,No,8.2,200000,255,28,11.0,LOW,37,32-48,Self-use (Villa) + Investment
SCH_0476,Bengaluru (North),1500,5600000,38900,Yes,No,20.1,750000,967,133,13.8,MEDIUM,54,32-48,Self-use (Villa) + Investment
SCH_0477,Bengaluru (North),1800,11050000,76700,Yes,Yes,12.2,1000000,1794,310,17.3,HIGH,86,40-60,Affluent Investors & Luxury Homes
SCH_0478,Faridabad (Neharpar),1800,3790000,26300,Yes,No,16.5,2000000,2488,423,17.0,HIGH,75,32-48,Self-use (Villa) + Investment
SCH_0479,Greater Noida,1200,2650000,18400,No,Yes,6.7,1500000,2346,443,18.9,HIGH,91,25-38,First-time Buyers & Investors
SCH_0480,Gurugram (SPR/Sohna),1500,8980000,62400,No,No,3.6,1000000,1508,248,16.4,HIGH,75,40-60,Affluent Investors & Luxury Homes
SCH_0481,Pune (Wagholi/Kharadi),1500,4740000,32900,No,No,7.3,500000,753,131,17.4,MEDIUM,62,32-48,Self-use (Villa) + Investment
SCH_0482,Bengaluru (North),3000,16500000,114600,No,No,12.3,2000000,2669,308,11.5,MEDIUM,63,40-60,Affluent Investors & Luxury Homes
SCH_0483,Kolkata (New Town/Rajarhat),800,2560000,17800,No,No,16.5,350000,346,25,7.2,LOW,29,25-38,First-time Buyers & Investors
SCH_0484,Gurugram (SPR/Sohna),1500,9270000,64400,Yes,No,5.8,350000,707,81,11.5,LOW,36,40-60,Affluent Investors & Luxury Homes
SCH_0485,Bengaluru (East),1000,3340000,23200,No,Yes,23.6,500000,504,51,10.1,LOW,49,25-38,First-time Buyers & Investors
SCH_0486,Faridabad (Neharpar),3000,5180000,36000,No,No,24.2,1000000,1013,94,9.3,LOW,47,32-48,Self-use (Villa) + Investment
SCH_0487,Greater Noida,3000,12060000,83700,No,Yes,5.2,1000000,1907,299,15.7,MEDIUM,74,40-60,Affluent Investors & Luxury Homes
SCH_0488,Gurugram (SPR/Sohna),800,4050000,28100,No,No,24.8,750000,747,44,5.9,LOW,20,32-48,Self-use (Villa) + Investment
SCH_0489,Delhi (Outer/Bawana),1500,4030000,28000,Yes,Yes,17.8,1500000,2225,480,21.6,HIGH,97,32-48,Self-use (Villa) + Investment
SCH_0490,Greater Noida,1500,6770000,47000,Yes,No,25.9,500000,455,65,14.3,LOW,48,32-48,Self-use (Villa) + Investment
SCH_0491,Pune (Hinjewadi/Wakad),1200,3510000,24400,Yes,No,7.3,500000,1036,173,16.7,MEDIUM,69,32-48,Self-use (Villa) + Investment
SCH_0492,Chennai (OMR/Guduvanchery),3000,9510000,66000,No,No,3.6,750000,1062,160,15.1,MEDIUM,62,40-60,Affluent Investors & Luxury Homes
SCH_0493,Hyderabad (Tellapur/Kollur),2400,8300000,57600,No,No,15.0,350000,269,36,13.4,LOW,36,40-60,Affluent Investors & Luxury Homes
SCH_0494,Faridabad (Neharpar),1800,4260000,29600,No,Yes,5.9,2000000,3022,512,16.9,HIGH,88,32-48,Self-use (Villa) + Investment
SCH_0495,Greater Noida,1000,2290000,15900,No,No,8.5,2000000,2855,287,10.1,MEDIUM,57,25-38,First-time Buyers & Investors
SCH_0496,Hyderabad (Tellapur/Kollur),2400,11040000,76700,Yes,No,6.0,2000000,3434,465,13.5,MEDIUM,66,40-60,Affluent Investors & Luxury Homes
SCH_0497,Kolkata (New Town/Rajarhat),1200,2700000,18700,No,Yes,8.8,750000,994,139,14.0,MEDIUM,68,25-38,First-time Buyers & Investors
SCH_0498,Ahmedabad (SG Highway),3000,10300000,71500,No,No,19.4,500000,487,46,9.4,LOW,33,40-60,Affluent Investors & Luxury Homes
SCH_0499,Kolkata (New Town/Rajarhat),800,2590000,18000,No,No,13.9,350000,398,60,15.1,LOW,46,25-38,First-time Buyers & Investors
SCH_0500,Ahmedabad (SG Highway),3000,4850000,33700,No,No,20.2,500000,500,57,11.4,LOW,42,32-48,Self-use (Villa) + Investment
SCH_0501,Hyderabad (Tellapur/Kollur),3000,9320000,64700,No,No,16.9,200000,223,22,9.9,LOW,29,40-60,Affluent Investors & Luxury Homes
SCH_0502,Delhi (Outer/Bawana),3000,9580000,66500,No,Yes,14.1,500000,867,144,16.6,MEDIUM,74,40-60,Affluent Investors & Luxury Homes
SCH_0503,Delhi (Outer/Bawana),1200,3880000,26900,No,Yes,25.3,2000000,2644,313,11.8,MEDIUM,69,32-48,Self-use (Villa) + Investment
SCH_0504,Ahmedabad (SG Highway),1500,4280000,29700,Yes,No,27.9,500000,723,71,9.8,LOW,35,32-48,Self-use (Villa) + Investment
SCH_0505,Hyderabad (Tellapur/Kollur),1500,6170000,42800,Yes,Yes,19.6,1500000,2122,376,17.7,HIGH,85,32-48,Self-use (Villa) + Investment
SCH_0506,Delhi (Outer/Bawana),1200,3080000,21400,No,No,24.7,350000,359,33,9.2,LOW,30,25-38,First-time Buyers & Investors
SCH_0507,Chennai (OMR/Guduvanchery),1000,3010000,20900,Yes,No,25.3,1500000,1332,244,18.3,MEDIUM,73,25-38,First-time Buyers & Investors
SCH_0508,Pune (Wagholi/Kharadi),1000,4130000,28700,No,No,13.6,200000,252,39,15.5,LOW,44,32-48,Self-use (Villa) + Investment
SCH_0509,Delhi (Outer/Bawana),1800,4860000,33700,No,No,14.6,2000000,2563,350,13.7,MEDIUM,67,32-48,Self-use (Villa) + Investment
SCH_0510,Kolkata (New Town/Rajarhat),1200,2860000,19900,No,Yes,10.4,1000000,1836,347,18.9,HIGH,94,25-38,First-time Buyers & Investors
SCH_0511,Chennai (OMR/Guduvanchery),1000,2200000,15300,Yes,No,18.1,350000,355,33,9.3,LOW,30,25-38,First-time Buyers & Investors
SCH_0512,Greater Noida,800,2700000,18700,Yes,No,5.4,2000000,4008,560,14.0,MEDIUM,73,25-38,First-time Buyers & Investors
SCH_0513,Gurugram (SPR/Sohna),1000,5230000,36300,No,No,11.5,200000,324,34,10.5,LOW,34,32-48,Self-use (Villa) + Investment
SCH_0514,Faridabad (Neharpar),1200,4090000,28400,No,No,15.4,200000,305,30,9.8,LOW,30,32-48,Self-use (Villa) + Investment
SCH_0515,Delhi (Outer/Bawana),2400,4970000,34500,No,Yes,11.5,1000000,1356,189,13.9,MEDIUM,74,32-48,Self-use (Villa) + Investment
SCH_0516,Gurugram (SPR/Sohna),3000,10050000,69800,No,No,12.8,1500000,2275,320,14.1,MEDIUM,66,40-60,Affluent Investors & Luxury Homes
SCH_0517,Pune (Wagholi/Kharadi),1500,4700000,32600,No,Yes,20.7,350000,356,34,9.6,LOW,41,32-48,Self-use (Villa) + Investment
SCH_0518,Greater Noida,1800,6320000,43900,Yes,No,21.9,1000000,916,73,8.0,LOW,35,32-48,Self-use (Villa) + Investment
SCH_0519,Greater Noida,2400,5950000,41300,No,Yes,12.4,750000,953,128,13.4,MEDIUM,69,32-48,Self-use (Villa) + Investment
SCH_0520,Pune (Hinjewadi/Wakad),1500,6040000,41900,Yes,Yes,19.0,500000,689,94,13.6,MEDIUM,59,32-48,Self-use (Villa) + Investment
SCH_0521,Faridabad (Neharpar),1000,2400000,16700,No,No,17.8,500000,454,50,11.0,LOW,38,25-38,First-time Buyers & Investors
SCH_0522,Gurugram (SPR/Sohna),1500,5780000,40100,No,No,27.3,500000,513,58,11.3,LOW,34,32-48,Self-use (Villa) + Investment
SCH_0523,Pune (Hinjewadi/Wakad),1000,2300000,16000,Yes,No,14.1,350000,362,49,13.5,LOW,39,25-38,First-time Buyers & Investors
SCH_0524,Delhi (Outer/Bawana),800,2660000,18500,No,No,5.2,200000,396,66,16.7,MEDIUM,52,25-38,First-time Buyers & Investors
SCH_0525,Gurugram (SPR/Sohna),2400,13410000,93100,No,No,13.4,500000,513,57,11.1,LOW,41,40-60,Affluent Investors & Luxury Homes
SCH_0526,Greater Noida,800,3450000,24000,No,No,10.9,1500000,1838,363,19.7,HIGH,81,25-38,First-time Buyers & Investors
SCH_0527,Faridabad (Neharpar),800,1420000,9900,No,No,24.0,1500000,1602,163,10.2,MEDIUM,54,25-38,First-time Buyers & Investors
SCH_0528,Pune (Wagholi/Kharadi),1200,5430000,37700,No,Yes,11.2,500000,646,118,18.3,HIGH,75,32-48,Self-use (Villa) + Investment
SCH_0529,Hyderabad (Tellapur/Kollur),1500,7050000,49000,No,No,14.0,750000,943,100,10.6,LOW,38,32-48,Self-use (Villa) + Investment
SCH_0530,Bengaluru (North),800,2910000,20200,Yes,No,22.7,1500000,1645,168,10.2,LOW,48,25-38,First-time Buyers & Investors
SCH_0531,Ahmedabad (SG Highway),1500,4620000,32100,Yes,No,4.2,750000,1329,335,25.2,HIGH,90,32-48,Self-use (Villa) + Investment
SCH_0532,Gurugram (SPR/Sohna),1200,6430000,44600,Yes,No,19.2,500000,593,66,11.1,LOW,39,32-48,Self-use (Villa) + Investment
SCH_0533,Faridabad (Neharpar),2400,6660000,46200,Yes,No,5.2,2000000,3641,556,15.3,MEDIUM,71,32-48,Self-use (Villa) + Investment
SCH_0534,Ahmedabad (SG Highway),800,1300000,9000,No,No,13.8,750000,1079,133,12.3,MEDIUM,56,25-38,First-time Buyers & Investors
SCH_0535,Gurugram (SPR/Sohna),3000,14470000,100500,No,Yes,16.0,750000,925,107,11.6,MEDIUM,59,40-60,Affluent Investors & Luxury Homes
SCH_0536,Bengaluru (East),800,3770000,26200,No,No,13.2,200000,272,38,14.0,LOW,40,32-48,Self-use (Villa) + Investment
SCH_0537,Faridabad (Neharpar),2400,3920000,27200,Yes,No,1.2,200000,477,96,20.1,MEDIUM,62,32-48,Self-use (Villa) + Investment
SCH_0538,Ahmedabad (SG Highway),2400,5230000,36300,Yes,No,13.4,500000,676,131,19.4,MEDIUM,69,32-48,Self-use (Villa) + Investment
SCH_0539,Greater Noida,3000,8340000,57900,No,No,10.9,750000,826,88,10.7,LOW,39,40-60,Affluent Investors & Luxury Homes
SCH_0540,Delhi (Outer/Bawana),1000,1600000,11100,No,No,11.2,200000,200,24,12.0,LOW,34,25-38,First-time Buyers & Investors
SCH_0541,Bengaluru (North),1500,5500000,38200,No,Yes,6.2,2000000,3345,596,17.8,HIGH,85,32-48,Self-use (Villa) + Investment
SCH_0542,Chennai (OMR/Guduvanchery),3000,9250000,64200,Yes,No,2.4,1500000,3280,628,19.1,MEDIUM,72,40-60,Affluent Investors & Luxury Homes
SCH_0543,Ahmedabad (SG Highway),800,2450000,17000,Yes,No,1.3,1500000,2273,423,18.6,MEDIUM,74,25-38,First-time Buyers & Investors
SCH_0544,Hyderabad (Tellapur/Kollur),3000,11160000,77500,No,No,25.6,1500000,1569,232,14.8,MEDIUM,73,40-60,Affluent Investors & Luxury Homes
SCH_0545,Faridabad (Neharpar),3000,5530000,38400,No,No,12.4,1000000,1511,267,17.7,HIGH,76,32-48,Self-use (Villa) + Investment
SCH_0546,Bengaluru (East),1200,5420000,37600,No,Yes,4.9,1000000,1973,354,17.9,HIGH,85,32-48,Self-use (Villa) + Investment
SCH_0547,Faridabad (Neharpar),1800,3900000,27100,No,No,26.3,1500000,1290,147,11.4,MEDIUM,54,32-48,Self-use (Villa) + Investment
SCH_0548,Bengaluru (East),1800,10000000,69400,Yes,No,18.6,350000,402,48,11.9,LOW,41,40-60,Affluent Investors & Luxury Homes
SCH_0549,Faridabad (Neharpar),2400,5310000,36900,No,No,16.8,1500000,1836,133,7.2,LOW,35,32-48,Self-use (Villa) + Investment
SCH_0550,Delhi (Outer/Bawana),2400,7920000,55000,No,No,15.2,200000,251,19,7.6,LOW,23,32-48,Self-use (Villa) + Investment
SCH_0551,Greater Noida,2400,5630000,39100,Yes,No,19.5,350000,411,34,8.3,LOW,30,32-48,Self-use (Villa) + Investment
SCH_0552,Faridabad (Neharpar),3000,6480000,45000,No,No,3.9,2000000,3530,549,15.6,MEDIUM,63,32-48,Self-use (Villa) + Investment
SCH_0553,Kolkata (New Town/Rajarhat),3000,6080000,42200,No,No,19.8,200000,219,26,11.9,LOW,29,32-48,Self-use (Villa) + Investment
SCH_0554,Hyderabad (Tellapur/Kollur),1500,7030000,48800,No,Yes,1.5,500000,861,167,19.4,HIGH,85,32-48,Self-use (Villa) + Investment
SCH_0555,Chennai (OMR/Guduvanchery),3000,6090000,42300,No,No,15.8,1000000,984,84,8.5,LOW,40,32-48,Self-use (Villa) + Investment
SCH_0556,Faridabad (Neharpar),1000,2160000,15000,Yes,No,5.9,1000000,1421,226,15.9,MEDIUM,69,25-38,First-time Buyers & Investors
SCH_0557,Greater Noida,1500,4390000,30500,Yes,No,8.0,500000,787,108,13.7,MEDIUM,51,32-48,Self-use (Villa) + Investment
SCH_0558,Bengaluru (North),800,2970000,20600,Yes,No,18.0,2000000,2580,246,9.5,MEDIUM,54,25-38,First-time Buyers & Investors
SCH_0559,Chennai (OMR/Guduvanchery),3000,8060000,56000,No,Yes,15.2,2000000,2730,354,13.0,MEDIUM,74,40-60,Affluent Investors & Luxury Homes
SCH_0560,Hyderabad (Tellapur/Kollur),1800,6470000,44900,Yes,No,19.0,500000,564,64,11.3,LOW,45,32-48,Self-use (Villa) + Investment
SCH_0561,Bengaluru (East),3000,15720000,109200,Yes,No,13.1,1500000,2228,284,12.7,MEDIUM,72,40-60,Affluent Investors & Luxury Homes
SCH_0562,Ahmedabad (SG Highway),1000,3420000,23700,No,Yes,11.5,1000000,1643,301,18.3,HIGH,88,25-38,First-time Buyers & Investors
SCH_0563,Greater Noida,1800,7810000,54200,No,No,25.3,350000,365,54,14.8,LOW,44,32-48,Self-use (Villa) + Investment
SCH_0564,Gurugram (SPR/Sohna),800,3000000,20800,No,Yes,18.0,350000,428,62,14.5,MEDIUM,53,25-38,First-time Buyers & Investors
SCH_0565,Bengaluru (East),3000,16390000,113800,No,No,18.5,200000,298,27,9.1,LOW,27,40-60,Affluent Investors & Luxury Homes
SCH_0566,Bengaluru (North),800,3770000,26200,Yes,Yes,22.5,1000000,1024,124,12.1,MEDIUM,58,32-48,Self-use (Villa) + Investment
SCH_0567,Bengaluru (East),1200,5450000,37800,No,Yes,11.6,200000,347,51,14.7,MEDIUM,50,32-48,Self-use (Villa) + Investment
SCH_0568,Delhi (Outer/Bawana),2400,6660000,46200,No,No,20.0,200000,204,28,13.7,LOW,40,32-48,Self-use (Villa) + Investment
SCH_0569,Kolkata (New Town/Rajarhat),800,1720000,11900,Yes,No,26.0,750000,831,92,11.1,LOW,39,25-38,First-time Buyers & Investors
SCH_0570,Delhi (Outer/Bawana),800,2000000,13900,Yes,No,22.6,2000000,2333,284,12.2,MEDIUM,64,25-38,First-time Buyers & Investors
SCH_0571,Delhi (Outer/Bawana),1000,2170000,15100,No,No,24.4,1500000,1455,180,12.4,MEDIUM,63,25-38,First-time Buyers & Investors
SCH_0572,Greater Noida,1800,8050000,55900,Yes,No,15.6,200000,308,35,11.4,LOW,37,40-60,Affluent Investors & Luxury Homes
SCH_0573,Faridabad (Neharpar),2400,7960000,55300,No,No,24.0,350000,296,34,11.5,LOW,39,32-48,Self-use (Villa) + Investment
SCH_0574,Bengaluru (East),1800,10720000,74400,Yes,No,16.4,200000,306,37,12.1,LOW,39,40-60,Affluent Investors & Luxury Homes
SCH_0575,Kolkata (New Town/Rajarhat),1500,4240000,29400,Yes,Yes,20.6,750000,1133,151,13.3,MEDIUM,65,32-48,Self-use (Villa) + Investment
SCH_0576,Pune (Wagholi/Kharadi),1000,3950000,27400,No,No,25.3,500000,427,68,15.9,LOW,46,32-48,Self-use (Villa) + Investment
SCH_0577,Pune (Wagholi/Kharadi),1800,7050000,49000,Yes,No,11.0,500000,895,137,15.3,MEDIUM,61,32-48,Self-use (Villa) + Investment
SCH_0578,Bengaluru (North),800,3390000,23500,No,No,18.4,500000,624,82,13.1,LOW,44,25-38,First-time Buyers & Investors
SCH_0579,Bengaluru (North),2400,13490000,93700,No,No,22.0,750000,760,73,9.6,LOW,36,40-60,Affluent Investors & Luxury Homes
SCH_0580,Bengaluru (North),2400,12480000,86700,No,No,5.0,1000000,1415,187,13.2,MEDIUM,66,40-60,Affluent Investors & Luxury Homes
SCH_0581,Faridabad (Neharpar),2400,4190000,29100,Yes,No,18.1,2000000,2449,390,15.9,MEDIUM,72,32-48,Self-use (Villa) + Investment
SCH_0582,Hyderabad (Tellapur/Kollur),3000,11200000,77800,No,No,15.8,1000000,1078,129,12.0,MEDIUM,50,40-60,Affluent Investors & Luxury Homes
SCH_0583,Bengaluru (North),1200,5390000,37400,No,No,24.2,350000,325,40,12.3,LOW,41,32-48,Self-use (Villa) + Investment
SCH_0584,Kolkata (New Town/Rajarhat),800,1880000,13100,Yes,No,22.8,1000000,1211,166,13.7,MEDIUM,67,25-38,First-time Buyers & Investors
SCH_0585,Kolkata (New Town/Rajarhat),1000,2450000,17000,Yes,No,14.2,500000,540,121,22.4,MEDIUM,73,25-38,First-time Buyers & Investors
SCH_0586,Chennai (OMR/Guduvanchery),1000,1720000,11900,Yes,No,15.1,2000000,2386,355,14.9,MEDIUM,71,25-38,First-time Buyers & Investors
SCH_0587,Chennai (OMR/Guduvanchery),1500,4910000,34100,No,No,23.6,500000,561,71,12.7,LOW,42,32-48,Self-use (Villa) + Investment
SCH_0588,Ahmedabad (SG Highway),1000,2320000,16100,Yes,No,11.3,350000,479,74,15.4,LOW,46,25-38,First-time Buyers & Investors
SCH_0589,Pune (Wagholi/Kharadi),3000,13370000,92800,No,No,1.4,350000,566,104,18.4,MEDIUM,65,40-60,Affluent Investors & Luxury Homes
SCH_0590,Bengaluru (East),800,3920000,27200,Yes,No,17.3,2000000,2005,200,10.0,MEDIUM,61,32-48,Self-use (Villa) + Investment
SCH_0591,Bengaluru (East),1500,8820000,61200,No,No,14.0,1000000,1065,111,10.4,LOW,45,40-60,Affluent Investors & Luxury Homes
SCH_0592,Hyderabad (Tellapur/Kollur),800,2270000,15800,Yes,No,14.9,1000000,1103,154,14.0,MEDIUM,62,25-38,First-time Buyers & Investors
SCH_0593,Bengaluru (North),1200,7490000,52000,No,No,16.3,200000,258,25,9.7,LOW,27,32-48,Self-use (Villa) + Investment
SCH_0594,Faridabad (Neharpar),2400,7590000,52700,No,No,24.4,350000,289,37,12.8,LOW,36,32-48,Self-use (Villa) + Investment
SCH_0595,Hyderabad (Tellapur/Kollur),1800,4630000,32200,Yes,No,14.9,350000,567,85,15.0,MEDIUM,51,32-48,Self-use (Villa) + Investment
SCH_0596,Pune (Wagholi/Kharadi),1500,5630000,39100,No,Yes,1.6,1000000,2329,371,15.9,HIGH,77,32-48,Self-use (Villa) + Investment
SCH_0597,Kolkata (New Town/Rajarhat),2400,5750000,39900,Yes,Yes,24.7,1000000,1215,226,18.6,HIGH,86,32-48,Self-use (Villa) + Investment
SCH_0598,Gurugram (SPR/Sohna),800,3830000,26600,Yes,No,22.0,1500000,1712,198,11.6,MEDIUM,63,32-48,Self-use (Villa) + Investment
SCH_0599,Hyderabad (Tellapur/Kollur),1200,5370000,37300,No,No,22.4,750000,750,120,16.0,MEDIUM,64,32-48,Self-use (Villa) + Investment
SCH_0600,Faridabad (Neharpar),3000,9570000,66500,No,No,21.7,2000000,1658,224,13.5,MEDIUM,69,40-60,Affluent Investors & Luxury Homes
SCH_0601,Ahmedabad (SG Highway),1800,4280000,29700,Yes,No,4.4,200000,365,64,17.5,LOW,49,32-48,Self-use (Villa) + Investment
SCH_0602,Bengaluru (East),2400,14050000,97600,Yes,No,8.2,1000000,1564,212,13.6,MEDIUM,66,40-60,Affluent Investors & Luxury Homes
SCH_0603,Pune (Wagholi/Kharadi),1800,5250000,36500,Yes,No,6.0,1000000,1788,328,18.3,HIGH,77,32-48,Self-use (Villa) + Investment
SCH_0604,Pune (Hinjewadi/Wakad),1200,4440000,30800,No,Yes,24.1,1500000,1472,156,10.6,MEDIUM,63,32-48,Self-use (Villa) + Investment
SCH_0605,Bengaluru (East),1500,8680000,60300,No,No,22.3,2000000,2016,120,6.0,LOW,38,40-60,Affluent Investors & Luxury Homes
SCH_0606,Faridabad (Neharpar),2400,7060000,49000,Yes,No,23.3,750000,996,167,16.8,MEDIUM,70,32-48,Self-use (Villa) + Investment
SCH_0607,Hyderabad (Tellapur/Kollur),800,1890000,13100,Yes,No,20.6,750000,846,149,17.6,MEDIUM,70,25-38,First-time Buyers & Investors
SCH_0608,Kolkata (New Town/Rajarhat),1200,3540000,24600,Yes,No,13.0,350000,589,90,15.3,LOW,49,32-48,Self-use (Villa) + Investment
SCH_0609,Kolkata (New Town/Rajarhat),1200,2360000,16400,No,No,19.9,1000000,834,114,13.7,MEDIUM,58,25-38,First-time Buyers & Investors
SCH_0610,Greater Noida,1200,3390000,23500,Yes,No,22.1,500000,655,77,11.8,LOW,39,25-38,First-time Buyers & Investors
SCH_0611,Hyderabad (Tellapur/Kollur),1800,4900000,34000,Yes,No,15.9,1500000,2195,188,8.6,MEDIUM,56,32-48,Self-use (Villa) + Investment
SCH_0612,Ahmedabad (SG Highway),1200,2710000,18800,No,Yes,13.4,750000,1097,168,15.3,MEDIUM,70,25-38,First-time Buyers & Investors
SCH_0613,Pune (Hinjewadi/Wakad),1000,3260000,22600,Yes,No,26.6,2000000,2264,264,11.7,MEDIUM,60,25-38,First-time Buyers & Investors
SCH_0614,Pune (Hinjewadi/Wakad),1800,7770000,54000,No,No,16.3,2000000,1873,204,10.9,MEDIUM,67,32-48,Self-use (Villa) + Investment
SCH_0615,Pune (Wagholi/Kharadi),3000,10180000,70700,Yes,No,3.0,1500000,3212,573,17.8,MEDIUM,74,40-60,Affluent Investors & Luxury Homes
SCH_0616,Bengaluru (East),2400,13230000,91900,No,No,15.0,200000,271,25,9.2,LOW,29,40-60,Affluent Investors & Luxury Homes
SCH_0617,Pune (Hinjewadi/Wakad),1000,2950000,20500,No,Yes,14.0,500000,633,123,19.4,HIGH,75,25-38,First-time Buyers & Investors
SCH_0618,Ahmedabad (SG Highway),1200,2340000,16200,Yes,No,6.6,1500000,2235,308,13.8,MEDIUM,65,25-38,First-time Buyers & Investors
SCH_0619,Pune (Hinjewadi/Wakad),1000,2800000,19400,No,No,10.7,2000000,2201,328,14.9,MEDIUM,73,25-38,First-time Buyers & Investors
SCH_0620,Gurugram (SPR/Sohna),2400,15250000,105900,Yes,No,15.7,200000,268,39,14.6,LOW,40,40-60,Affluent Investors & Luxury Homes
SCH_0621,Pune (Wagholi/Kharadi),1800,5440000,37800,No,No,16.6,500000,550,50,9.1,LOW,25,32-48,Self-use (Villa) + Investment
SCH_0622,Kolkata (New Town/Rajarhat),1200,2830000,19700,No,No,14.0,1000000,982,155,15.8,MEDIUM,63,25-38,First-time Buyers & Investors
SCH_0623,Pune (Wagholi/Kharadi),1500,6660000,46200,No,Yes,19.9,750000,789,116,14.7,MEDIUM,60,32-48,Self-use (Villa) + Investment
SCH_0624,Greater Noida,800,3160000,21900,Yes,No,6.2,500000,735,132,18.0,MEDIUM,60,25-38,First-time Buyers & Investors
SCH_0625,Chennai (OMR/Guduvanchery),1800,4050000,28100,No,No,11.0,750000,909,96,10.6,LOW,44,32-48,Self-use (Villa) + Investment
SCH_0626,Bengaluru (North),1800,6540000,45400,Yes,No,20.5,2000000,1964,176,9.0,MEDIUM,57,32-48,Self-use (Villa) + Investment
SCH_0627,Hyderabad (Tellapur/Kollur),3000,9570000,66500,Yes,Yes,5.9,750000,1198,197,16.4,HIGH,83,40-60,Affluent Investors & Luxury Homes
SCH_0628,Delhi (Outer/Bawana),1800,4710000,32700,No,Yes,11.9,1500000,1933,269,13.9,HIGH,78,32-48,Self-use (Villa) + Investment
SCH_0629,Bengaluru (East),3000,12120000,84200,No,No,8.2,500000,758,119,15.7,MEDIUM,58,40-60,Affluent Investors & Luxury Homes
SCH_0630,Pune (Hinjewadi/Wakad),1200,2700000,18700,Yes,No,18.6,1000000,964,105,10.9,LOW,45,25-38,First-time Buyers & Investors
SCH_0631,Pune (Hinjewadi/Wakad),1200,3650000,25300,No,No,11.4,500000,610,40,6.6,LOW,27,32-48,Self-use (Villa) + Investment
SCH_0632,Bengaluru (North),3000,11260000,78200,No,No,24.0,200000,192,11,5.7,LOW,20,40-60,Affluent Investors & Luxury Homes
SCH_0633,Pune (Wagholi/Kharadi),1000,3020000,21000,No,No,11.8,750000,1121,214,19.1,HIGH,78,25-38,First-time Buyers & Investors
SCH_0634,Pune (Wagholi/Kharadi),2400,8940000,62100,No,Yes,24.1,350000,418,54,12.9,MEDIUM,55,40-60,Affluent Investors & Luxury Homes
SCH_0635,Delhi (Outer/Bawana),1200,4060000,28200,Yes,No,4.0,200000,412,70,17.0,MEDIUM,50,32-48,Self-use (Villa) + Investment
